Year,Round,Region Number,Region Name,Seed 1,Score 1,Team 1,Team 2,Score 2,Seed 2
2017,4,1,East,4,70,Florida,South Carolina,77,7
2017,1,2,Midwest,1,100,Kansas,UC Davis,62,16
2017,1,2,Midwest,8,58,Miami,Michigan St,78,9
2017,1,2,Midwest,5,84,Iowa St,Nevada,73,12
2017,1,2,Midwest,4,80,Purdue,Vermont,70,13
2017,1,2,Midwest,6,72,Creighton,Rhode Island,84,11
2017,1,2,Midwest,3,93,Oregon,Iona,77,14
2017,1,2,Midwest,7,92,Michigan,Oklahoma St,91,10
2017,1,2,Midwest,2,78,Louisville,Jacksonville St,63,15
2017,2,2,Midwest,1,90,Kansas,Michigan St,70,9
2017,2,2,Midwest,5,76,Iowa St,Purdue,80,4
2017,2,2,Midwest,11,72,Rhode Island,Oregon,75,3
2017,2,2,Midwest,7,73,Michigan,Louisville,69,2
2017,3,2,Midwest,1,98,Kansas,Purdue,66,4
2017,3,2,Midwest,3,69,Oregon,Michigan,68,7
2017,4,2,Midwest,1,60,Kansas,Oregon,74,3
2017,1,3,South,1,103,North Carolina,Texas Southern,64,16
2017,1,3,South,8,77,Arkansas,Seton Hall,71,9
2017,1,3,South,5,72,Minnesota,Middle Tennessee St,81,12
2017,1,3,South,4,76,Butler,Winthrop,64,13
2017,1,3,South,6,75,Cincinnati,Kansas St,61,11
2017,1,3,South,3,97,UCLA,Kent St,80,14
2017,1,3,South,7,58,Dayton,Wichita St,64,10
2017,1,3,South,2,79,Kentucky,Northern Kentucky,70,15
2017,2,3,South,1,72,North Carolina,Arkansas,65,8
2017,2,3,South,12,65,Middle Tennessee St,Butler,74,4
2017,2,3,South,6,67,Cincinnati,UCLA,79,3
2017,2,3,South,10,62,Wichita St,Kentucky,65,2
2017,3,3,South,1,92,North Carolina,Butler,80,4
2017,3,3,South,3,75,UCLA,Kentucky,86,2
2017,4,3,South,1,75,North Carolina,Kentucky,73,2
2017,1,4,West,1,66,Gonzaga,South Dakota St,46,16
2017,1,4,West,8,68,Northwestern,Vanderbilt,66,9
2017,1,4,West,5,60,Notre Dame,Princeton,58,12
2017,1,4,West,4,86,West Virginia,Bucknell,80,13
2017,1,4,West,6,65,Maryland,Xavier,76,11
2017,1,4,West,3,86,Florida St,Florida Gulf Coast,80,14
2017,1,4,West,7,85,St Marys,VCU,77,10
2017,1,4,West,2,100,Arizona,North Dakota,82,15
2017,2,4,West,1,79,Gonzaga,Northwestern,73,8
2017,2,4,West,5,71,Notre Dame,West Virginia,83,4
2017,2,4,West,11,91,Xavier,Florida St,66,3
2017,2,4,West,7,60,St Marys,Arizona,69,2
2017,3,4,West,1,61,Gonzaga,West Virginia,58,4
2017,3,4,West,11,73,Xavier,Arizona,71,2
2017,4,4,West,1,83,Gonzaga,Xavier,59,11
2017,5,0,National,7,73,South Carolina,Gonzaga,77,1
2017,5,0,National,3,76,Oregon,North Carolina,77,1
2017,6,0,National,1,65,Gonzaga,North Carolina,71,1
2018,1,1,East,1,87,Villanova,Radford,61,16
2018,1,1,East,8,83,Virginia Tech,Alabama,86,9
2018,1,1,East,5,85,West Virginia,Murray St,68,12
2018,1,1,East,4,75,Wichita St,Marshall,81,13
2018,1,1,East,6,77,Florida,St Bonaventure,62,11
2018,1,1,East,3,70,Texas Tech,Stephen F Austin,60,14
2018,1,1,East,7,62,Arkansas,Butler,79,10
2018,1,1,East,2,74,Purdue,Cal St Fullerton,48,15
2018,2,1,East,1,81,Villanova,Alabama,58,9
2018,2,1,East,5,94,West Virginia,Marshall,71,13
2018,2,1,East,6,66,Florida,Texas Tech,69,3
2018,2,1,East,10,73,Butler,Purdue,76,2
2018,3,1,East,1,90,Villanova,West Virginia,78,5
2018,3,1,East,3,78,Texas Tech,Purdue,65,2
2018,4,1,East,1,71,Villanova,Texas Tech,59,3
2018,1,2,Midwest,1,76,Kansas,Pennsylvania,60,16
2018,1,2,Midwest,8,94,Seton Hall,NC State,83,9
2018,1,2,Midwest,5,79,Clemson,New Mexico St,68,12
2018,1,2,Midwest,4,62,Auburn,College of Charleston,58,13
2018,1,2,Midwest,6,52,TCU,Syracuse,57,11
2018,1,2,Midwest,3,82,Michigan St,Bucknell,78,14
2018,1,2,Midwest,7,83,Rhode Island,Oklahoma,78,10
2018,1,2,Midwest,2,89,Duke,Iona,67,15
2018,2,2,Midwest,1,83,Kansas,Seton Hall,79,8
2018,2,2,Midwest,5,84,Clemson,Auburn,53,4
2018,2,2,Midwest,11,55,Syracuse,Michigan St,53,3
2018,2,2,Midwest,7,62,Rhode Island,Duke,87,2
2018,3,2,Midwest,1,80,Kansas,Clemson,76,5
2018,3,2,Midwest,11,65,Syracuse,Duke,69,2
2018,4,2,Midwest,1,85,Kansas,Duke,81,2
2018,1,3,South,1,54,Virginia,UMBC,74,16
2018,1,3,South,8,59,Creighton,Kansas St,69,9
2018,1,3,South,5,78,Kentucky,Davidson,73,12
2018,1,3,South,4,68,Arizona,Buffalo,89,13
2018,1,3,South,6,62,Miami,Loyola Illinois,64,11
2018,1,3,South,3,73,Tennessee,Wright St,47,14
2018,1,3,South,7,87,Nevada,Texas,83,10
2018,1,3,South,2,68,Cincinnati,Georgia St,53,15
2018,2,3,South,16,43,UMBC,Kansas St,50,9
2018,2,3,South,5,95,Kentucky,Buffalo,75,13
2018,2,3,South,11,63,Loyola Illinois,Tennessee,62,3
2018,2,3,South,7,75,Nevada,Cincinnati,73,2
2018,3,3,South,9,61,Kansas St,Kentucky,58,5
2018,3,3,South,11,69,Loyola Illinois,Nevada,68,7
2018,4,3,South,9,62,Kansas St,Loyola Illinois,78,11
2018,1,4,West,1,102,Xavier,Texas Southern,83,16
2018,1,4,West,8,54,Missouri,Florida St,67,9
2018,1,4,West,5,81,Ohio St,South Dakota St,73,12
2018,1,4,West,4,68,Gonzaga,UNC Greensboro,64,13
2018,1,4,West,6,67,Houston,San Diego St,65,11
2018,1,4,West,3,61,Michigan,Montana,47,14
2018,1,4,West,7,73,Texas A&M,Providence,69,10
2018,1,4,West,2,84,North Carolina,Lipscomb,66,15
2018,2,4,West,1,70,Xavier,Florida St,75,9
2018,2,4,West,5,84,Ohio St,Gonzaga,90,4
2018,2,4,West,6,63,Houston,Michigan,64,3
2018,2,4,West,7,86,Texas A&M,North Carolina,65,2
2018,3,4,West,9,75,Florida St,Gonzaga,60,4
2018,3,4,West,3,99,Michigan,Texas A&M,72,7
2018,4,4,West,9,54,Florida St,Michigan,58,3
2018,5,0,National,1,95,Villanova,Kansas,79,1
2018,5,0,National,11,57,Loyola Illinois,Michigan,69,3
2018,6,0,National,1,79,Villanova,Michigan,62,3
2019,1,1,East,1,85,Duke,North Dakota St,62,16
2019,1,1,East,8,58,VCU,Central Florida,73,9
2019,1,1,East,5,76,Mississippi St,Liberty,80,12
2019,1,1,East,4,66,Virginia Tech,St Louis,52,13
2019,1,1,East,6,79,Maryland,Belmont,77,11
2019,1,1,East,3,79,LSU,Yale,74,14
2019,1,1,East,7,76,Louisville,Minnesota,86,10
2019,1,1,East,2,76,Michigan St,Bradley,65,15
2019,2,1,East,1,77,Duke,Central Florida,76,9
2019,2,1,East,12,58,Liberty,Virginia Tech,67,4
2019,2,1,East,6,67,Maryland,LSU,69,3
2019,2,1,East,10,50,Minnesota,Michigan St,70,2
2019,3,1,East,1,75,Duke,Virginia Tech,73,4
2019,3,1,East,3,63,LSU,Michigan St,80,2
2019,4,1,East,1,67,Duke,Michigan St,68,2
2019,1,2,Midwest,1,88,North Carolina,Iona,73,16
2019,1,2,Midwest,8,61,Utah St,Washington,78,9
2019,1,2,Midwest,5,78,Auburn,New Mexico St,77,12
2019,1,2,Midwest,4,87,Kansas,Northeastern,53,13
2019,1,2,Midwest,6,59,Iowa St,Ohio St,62,11
2019,1,2,Midwest,3,84,Houston,Georgia St,55,14
2019,1,2,Midwest,7,84,Wofford,Seton Hall,68,10
2019,1,2,Midwest,2,79,Kentucky,Abilene Christian,44,15
2019,2,2,Midwest,1,81,North Carolina,Washington,59,9
2019,2,2,Midwest,5,89,Auburn,Kansas,75,4
2019,2,2,Midwest,11,59,Ohio St,Houston,74,3
2019,2,2,Midwest,7,56,Wofford,Kentucky,62,2
2019,3,2,Midwest,1,80,North Carolina,Auburn,97,5
2019,3,2,Midwest,3,58,Houston,Kentucky,62,2
2019,4,2,Midwest,5,77,Auburn,Kentucky,71,2
2019,1,3,South,1,71,Virginia,Gardner Webb,56,16
2019,1,3,South,8,72,Ole Miss,Oklahoma,95,9
2019,1,3,South,5,54,Wisconsin,Oregon,72,12
2019,1,3,South,4,64,Kansas St,Cal Irvine,70,13
2019,1,3,South,6,61,Villanova,St Marys,57,11
2019,1,3,South,3,61,Purdue,Old Dominion,48,14
2019,1,3,South,7,72,Cincinnati,Iowa,79,10
2019,1,3,South,2,77,Tennessee,Colgate,70,15
2019,2,3,South,1,63,Virginia,Oklahoma,51,9
2019,2,3,South,12,73,Oregon,Cal Irvine,54,13
2019,2,3,South,6,61,Villanova,Purdue,87,3
2019,2,3,South,10,77,Iowa,Tennessee,83,2
2019,3,3,South,1,53,Virginia,Oregon,49,12
2019,3,3,South,3,99,Purdue,Tennessee,94,2
2019,4,3,South,1,80,Virginia,Purdue,75,3
2019,1,4,West,1,87,Gonzaga,Fairleigh Dickinson,49,16
2019,1,4,West,8,69,Syracuse,Baylor,78,9
2019,1,4,West,5,64,Marquette,Murray St,83,12
2019,1,4,West,4,76,Florida St,Vermont,69,13
2019,1,4,West,6,91,Buffalo,Arizona St,74,11
2019,1,4,West,3,72,Texas Tech,Northern Kentucky,57,14
2019,1,4,West,7,61,Nevada,Florida,70,10
2019,1,4,West,2,74,Michigan,Montana,55,15
2019,2,4,West,1,83,Gonzaga,Baylor,71,9
2019,2,4,West,12,62,Murray St,Florida St,90,4
2019,2,4,West,6,58,Buffalo,Texas Tech,78,3
2019,2,4,West,10,49,Florida,Michigan,64,2
2019,3,4,West,1,72,Gonzaga,Florida St,58,4
2019,3,4,West,3,63,Texas Tech,Michigan,44,2
2019,4,4,West,1,69,Gonzaga,Texas Tech,75,3
2019,5,0,National,2,51,Michigan St,Texas Tech,61,3
2019,5,0,National,5,62,Auburn,Virginia,63,1
2019,6,0,National,3,77,Texas Tech,Virginia,85,1
2021,1,1,East,1,82,Michigan,Texas Southern,66,16
2021,1,1,East,8,76,LSU,St Bonaventure,61,9
2021,1,1,East,5,96,Colorado,Georgetown,73,12
2021,1,1,East,4,64,Florida St,UNC Greensboro,54,13
2021,1,1,East,6,62,BYU,UCLA,73,11
2021,1,1,East,3,52,Texas,Abilene Christian,53,14
2021,1,1,East,7,54,Connecticut,Maryland,63,10
2021,1,1,East,2,68,Alabama,Iona,55,15
2021,2,1,East,1,86,Michigan,LSU,78,8
2021,2,1,East,5,53,Colorado,Florida St,71,4
2021,2,1,East,11,67,UCLA,Abilene Christian,47,14
2021,2,1,East,10,77,Maryland,Alabama,96,2
2021,3,1,East,1,76,Michigan,Florida St,58,4
2021,3,1,East,11,88,UCLA,Alabama,78,2
2021,4,1,East,1,49,Michigan,UCLA,51,11
2021,1,2,Midwest,1,78,Illinois,Drexel,49,16
2021,1,2,Midwest,8,71,Loyola Illinois,Georgia Tech,60,9
2021,1,2,Midwest,5,56,Tennessee,Oregon St,70,12
2021,1,2,Midwest,4,69,Oklahoma St,Liberty,60,13
2021,1,2,Midwest,6,62,San Diego St,Syracuse,78,11
2021,1,2,Midwest,3,84,West Virginia,Morehead St,67,14
2021,1,2,Midwest,7,56,Clemson,Rutgers,60,10
2021,1,2,Midwest,2,87,Houston,Cleveland St,56,15
2021,2,2,Midwest,1,58,Illinois,Loyola Illinois,71,8
2021,2,2,Midwest,12,80,Oregon St,Oklahoma St,70,4
2021,2,2,Midwest,11,75,Syracuse,West Virginia,72,3
2021,2,2,Midwest,10,60,Rutgers,Houston,63,2
2021,3,2,Midwest,8,58,Loyola Illinois,Oregon St,65,12
2021,3,2,Midwest,11,46,Syracuse,Houston,62,2
2021,4,2,Midwest,12,61,Oregon St,Houston,67,2
2021,1,3,South,1,79,Baylor,Hartford,55,16
2021,1,3,South,8,62,North Carolina,Wisconsin,85,9
2021,1,3,South,5,73,Villanova,Winthrop,63,12
2021,1,3,South,4,69,Purdue,North Texas,78,13
2021,1,3,South,6,65,Texas Tech,Utah St,53,11
2021,1,3,South,3,85,Arkansas,Colgate,68,14
2021,1,3,South,7,75,Florida,Virginia Tech,70,10
2021,1,3,South,2,72,Ohio St,Oral Roberts,75,15
2021,2,3,South,1,76,Baylor,Wisconsin,63,9
2021,2,3,South,5,84,Villanova,North Texas,61,13
2021,2,3,South,6,66,Texas Tech,Arkansas,68,3
2021,2,3,South,7,78,Florida,Oral Roberts,81,15
2021,3,3,South,1,62,Baylor,Villanova,51,5
2021,3,3,South,3,72,Arkansas,Oral Roberts,70,15
2021,4,3,South,1,81,Baylor,Arkansas,72,3
2021,1,4,West,1,98,Gonzaga,Norfolk St,55,16
2021,1,4,West,8,72,Oklahoma,Missouri,68,9
2021,1,4,West,5,63,Creighton,Santa Barbara,62,12
2021,1,4,West,4,58,Virginia,Ohio,62,13
2021,1,4,West,6,72,USC,Drake,56,11
2021,1,4,West,3,93,Kansas,Eastern Washington,84,14
2021,1,4,West,7,,Oregon,VCU,,10
2021,1,4,West,2,86,Iowa,Grand Canyon,74,15
2021,2,4,West,1,87,Gonzaga,Oklahoma,71,8
2021,2,4,West,5,72,Creighton,Ohio,58,13
2021,2,4,West,6,85,USC,Kansas,51,3
2021,2,4,West,7,95,Oregon,Iowa,80,2
2021,3,4,West,1,83,Gonzaga,Creighton,65,5
2021,3,4,West,6,82,USC,Oregon,68,7
2021,4,4,West,1,85,Gonzaga,USC,66,6
2021,5,0,National,11,90,UCLA,Gonzaga,93,1
2021,5,0,National,2,59,Houston,Baylor,78,1
2021,6,0,National,1,70,Gonzaga,Baylor,86,1
2022,1,1,East,1,85,Baylor,Norfolk St,49,16
2022,1,1,East,8,95,North Carolina,Marquette,63,9
2022,1,1,East,5,82,St Marys,Indiana,53,12
2022,1,1,East,4,57,UCLA,Akron,53,13
2022,1,1,East,6,81,Texas,Virginia Tech,73,11
2022,1,1,East,3,78,Purdue,Yale,56,14
2022,1,1,East,7,92,Murray St,San Francisco,87,10
2022,1,1,East,2,79,Kentucky,St Peters,85,15
2022,2,1,East,1,86,Baylor,North Carolina,93,8
2022,2,1,East,5,56,St Marys,UCLA,72,4
2022,2,1,East,6,71,Texas,Purdue,81,3
2022,2,1,East,7,60,Murray St,St Peters,70,15
2022,3,1,East,8,73,North Carolina,UCLA,66,4
2022,3,1,East,3,64,Purdue,St Peters,67,15
2022,4,1,East,8,69,North Carolina,St Peters,49,15
2022,1,2,Midwest,1,83,Kansas,Texas Southern,56,16
2022,1,2,Midwest,8,69,San Diego St,Creighton,72,9
2022,1,2,Midwest,5,63,Iowa,Richmond,67,12
2022,1,2,Midwest,4,66,Providence,South Dakota St,57,13
2022,1,2,Midwest,6,54,LSU,Iowa St,59,11
2022,1,2,Midwest,3,67,Wisconsin,Colgate,60,14
2022,1,2,Midwest,7,66,USC,Miami,68,10
2022,1,2,Midwest,2,80,Auburn,Jacksonville St,61,15
2022,2,2,Midwest,1,79,Kansas,Creighton,72,9
2022,2,2,Midwest,12,51,Richmond,Providence,79,4
2022,2,2,Midwest,11,54,Iowa St,Wisconsin,49,3
2022,2,2,Midwest,10,79,Miami,Auburn,61,2
2022,3,2,Midwest,1,66,Kansas,Providence,61,4
2022,3,2,Midwest,11,56,Iowa St,Miami,70,10
2022,4,2,Midwest,1,76,Kansas,Miami,50,10
2022,1,3,South,1,87,Arizona,Wright St,70,16
2022,1,3,South,8,42,Seton Hall,TCU,69,9
2022,1,3,South,5,82,Houston,UAB,68,12
2022,1,3,South,4,54,Illinois,Chattanooga,53,13
2022,1,3,South,6,63,Colorado St,Michigan,75,11
2022,1,3,South,3,88,Tennessee,Longwood,56,14
2022,1,3,South,7,54,Ohio St,Loyola Illinois,41,10
2022,1,3,South,2,80,Villanova,Delaware,60,15
2022,2,3,South,1,85,Arizona,TCU,80,9
2022,2,3,South,5,68,Houston,Illinois,53,4
2022,2,3,South,11,76,Michigan,Tennessee,68,3
2022,2,3,South,7,61,Ohio St,Villanova,71,2
2022,3,3,South,1,60,Arizona,Houston,72,5
2022,3,3,South,11,55,Michigan,Villanova,63,2
2022,4,3,South,5,44,Houston,Villanova,50,2
2022,1,4,West,1,93,Gonzaga,Georgia St,72,16
2022,1,4,West,8,53,Boise St,Memphis,64,9
2022,1,4,West,5,63,Connecticut,New Mexico St,70,12
2022,1,4,West,4,75,Arkansas,Vermont,71,13
2022,1,4,West,6,64,Alabama,Notre Dame,78,11
2022,1,4,West,3,97,Texas Tech,Montana St,62,14
2022,1,4,West,7,74,Michigan St,Davidson,73,10
2022,1,4,West,2,78,Duke,Cal St Fullerton,61,15
2022,2,4,West,1,82,Gonzaga,Memphis,78,9
2022,2,4,West,12,48,New Mexico St,Arkansas,53,4
2022,2,4,West,11,53,Notre Dame,Texas Tech,59,3
2022,2,4,West,7,76,Michigan St,Duke,85,2
2022,3,4,West,1,68,Gonzaga,Arkansas,74,4
2022,3,4,West,3,73,Texas Tech,Duke,78,2
2022,4,4,West,4,69,Arkansas,Duke,78,2
2022,5,0,National,8,81,North Carolina,Duke,77,2
2022,5,0,National,1,81,Kansas,Villanova,65,2
2022,6,0,National,8,69,North Carolina,Kansas,72,1
2023,1,1,East,1,58,Purdue,Fairleigh Dickinson,63,16
2023,1,1,East,8,65,Memphis,Florida Atlantic,66,9
2023,1,1,East,5,74,Duke,Oral Roberts,51,12
2023,1,1,East,4,58,Tennessee,Louisiana Lafayette,55,13
2023,1,1,East,6,61,Kentucky,Providence,53,11
2023,1,1,East,3,77,Kansas St,Montana St,65,14
2023,1,1,East,7,72,Michigan St,USC,62,10
2023,1,1,East,2,78,Marquette,Vermont,61,15
2023,2,1,East,16,70,Fairleigh Dickinson,Florida Atlantic,78,9
2023,2,1,East,5,52,Duke,Tennessee,65,4
2023,2,1,East,6,69,Kentucky,Kansas St,75,3
2023,2,1,East,7,69,Michigan St,Marquette,60,2
2023,3,1,East,9,62,Florida Atlantic,Tennessee,55,4
2023,3,1,East,3,98,Kansas St,Michigan St,93,7
2023,4,1,East,9,79,Florida Atlantic,Kansas St,76,3
2023,1,2,Midwest,1,63,Houston,Northern Kentucky,52,16
2023,1,2,Midwest,8,75,Iowa,Auburn,83,9
2023,1,2,Midwest,5,63,Miami,Drake,56,12
2023,1,2,Midwest,4,71,Indiana,Kent St,60,13
2023,1,2,Midwest,6,41,Iowa St,Pittsburgh,59,11
2023,1,2,Midwest,3,72,Xavier,Kennesaw State,67,14
2023,1,2,Midwest,7,59,Texas A&M,Penn St,76,10
2023,1,2,Midwest,2,81,Texas,Colgate,61,15
2023,2,2,Midwest,1,81,Houston,Auburn,64,9
2023,2,2,Midwest,5,85,Miami,Indiana,69,4
2023,2,2,Midwest,11,73,Pittsburgh,Xavier,84,3
2023,2,2,Midwest,10,66,Penn St,Texas,71,2
2023,3,2,Midwest,1,75,Houston,Miami,89,5
2023,3,2,Midwest,3,71,Xavier,Texas,83,2
2023,4,2,Midwest,5,88,Miami,Texas,81,2
2023,1,3,South,1,96,Alabama,Texas A&M Corpus Christi,75,16
2023,1,3,South,8,67,Maryland,West Virginia,65,9
2023,1,3,South,5,63,San Diego St,College of Charleston,57,12
2023,1,3,South,4,67,Virginia,Furman,68,13
2023,1,3,South,6,72,Creighton,NC State,63,11
2023,1,3,South,3,74,Baylor,Santa Barbara,56,14
2023,1,3,South,7,76,Missouri,Utah St,65,10
2023,1,3,South,2,55,Arizona,Princeton,59,15
2023,2,3,South,1,73,Alabama,Maryland,51,8
2023,2,3,South,5,75,San Diego St,Furman,52,13
2023,2,3,South,6,85,Creighton,Baylor,76,3
2023,2,3,South,7,63,Missouri,Princeton,78,15
2023,3,3,South,1,64,Alabama,San Diego St,71,5
2023,3,3,South,6,86,Creighton,Princeton,75,15
2023,4,3,South,5,57,San Diego St,Creighton,56,6
2023,1,4,West,1,96,Kansas,Howard,68,16
2023,1,4,West,8,73,Arkansas,Illinois,63,9
2023,1,4,West,5,63,St Marys,VCU,51,12
2023,1,4,West,4,87,Connecticut,Iona,63,13
2023,1,4,West,6,72,TCU,Arizona St,70,11
2023,1,4,West,3,82,Gonzaga,Grand Canyon,70,14
2023,1,4,West,7,75,Northwestern,Boise St,67,10
2023,1,4,West,2,86,UCLA,UNC Asheville,53,15
2023,2,4,West,1,71,Kansas,Arkansas,72,8
2023,2,4,West,5,55,St Marys,Connecticut,70,4
2023,2,4,West,6,81,TCU,Gonzaga,84,3
2023,2,4,West,7,63,Northwestern,UCLA,68,2
2023,3,4,West,8,65,Arkansas,Connecticut,88,4
2023,3,4,West,3,79,Gonzaga,UCLA,76,2
2023,4,4,West,4,82,Connecticut,Gonzaga,54,3
2023,5,0,National,9,71,Florida Atlantic,San Diego St,72,5
2023,5,0,National,5,59,Miami,Connecticut,72,4
2023,6,0,National,5,59,San Diego St,Connecticut,76,4
2024,1,1,East,1,91,Connecticut,Stetson,52,16
2024,1,1,East,8,65,Florida Atlantic,Northwestern,77,9
2024,1,1,East,5,69,San Diego St,UAB,65,12
2024,1,1,East,4,76,Auburn,Yale,78,13
2024,1,1,East,6,67,BYU,Duquesne,71,11
2024,1,1,East,3,85,Illinois,Morehead St,69,14
2024,1,1,East,7,66,Washington St,Drake,61,10
2024,1,1,East,2,82,Iowa St,South Dakota St,65,15
2024,2,1,East,1,75,Connecticut,Northwestern,58,9
2024,2,1,East,5,85,San Diego St,Yale,57,13
2024,2,1,East,11,63,Duquesne,Illinois,89,3
2024,2,1,East,7,56,Washington St,Iowa St,67,2
2024,3,1,East,1,82,Connecticut,San Diego St,52,5
2024,3,1,East,3,72,Illinois,Iowa St,69,2
2024,4,1,East,1,77,Connecticut,Illinois,52,3
2024,1,2,Midwest,1,78,Purdue,Grambling,50,16
2024,1,2,Midwest,8,88,Utah St,TCU,72,9
2024,1,2,Midwest,5,86,Gonzaga,McNeese St,65,12
2024,1,2,Midwest,4,93,Kansas,Samford,89,13
2024,1,2,Midwest,6,73,South Carolina,Oregon,87,11
2024,1,2,Midwest,3,77,Creighton,Akron,60,14
2024,1,2,Midwest,7,56,Texas,Colorado St,44,10
2024,1,2,Midwest,2,83,Tennessee,St Peters,49,15
2024,2,2,Midwest,1,106,Purdue,Utah St,67,8
2024,2,2,Midwest,5,89,Gonzaga,Kansas,68,4
2024,2,2,Midwest,11,73,Oregon,Creighton,86,3
2024,2,2,Midwest,7,58,Texas,Tennessee,62,2
2024,3,2,Midwest,1,80,Purdue,Gonzaga,68,5
2024,3,2,Midwest,3,75,Creighton,Tennessee,82,2
2024,4,2,Midwest,1,72,Purdue,Tennessee,66,2
2024,1,3,South,1,86,Houston,Longwood,46,16
2024,1,3,South,8,83,Nebraska,Texas A&M,98,9
2024,1,3,South,5,61,Wisconsin,James Madison,72,12
2024,1,3,South,4,64,Duke,Vermont,47,13
2024,1,3,South,6,67,Texas Tech,NC State,80,11
2024,1,3,South,3,76,Kentucky,Oakland,80,14
2024,1,3,South,7,100,Florida,Colorado,102,10
2024,1,3,South,2,87,Marquette,Western Kentucky,69,15
2024,2,3,South,1,100,Houston,Texas A&M,95,9
2024,2,3,South,12,55,James Madison,Duke,93,4
2024,2,3,South,11,79,NC State,Oakland,73,14
2024,2,3,South,10,77,Colorado,Marquette,81,2
2024,3,3,South,1,51,Houston,Duke,54,4
2024,3,3,South,11,67,NC State,Marquette,58,2
2024,4,3,South,4,64,Duke,NC State,76,11
2024,1,4,West,1,90,North Carolina,Wagner,62,16
2024,1,4,West,8,51,Mississippi St,Michigan St,69,9
2024,1,4,West,5,66,St Marys,Grand Canyon,75,12
2024,1,4,West,4,109,Alabama,College of Charleston,96,13
2024,1,4,West,6,77,Clemson,New Mexico,56,11
2024,1,4,West,3,92,Baylor,Colgate,67,14
2024,1,4,West,7,63,Dayton,Nevada,60,10
2024,1,4,West,2,85,Arizona,Long Beach St,65,15
2024,2,4,West,1,85,North Carolina,Michigan St,69,9
2024,2,4,West,12,61,Grand Canyon,Alabama,72,4
2024,2,4,West,6,72,Clemson,Baylor,64,3
2024,2,4,West,7,68,Dayton,Arizona,78,2
2024,3,4,West,1,87,North Carolina,Alabama,89,4
2024,3,4,West,6,77,Clemson,Arizona,72,2
2024,4,4,West,4,89,Alabama,Clemson,82,6
2024,5,0,National,1,86,Connecticut,Alabama,72,4
2024,5,0,National,1,63,Purdue,NC State,50,11
2024,6,0,National,1,75,Connecticut,Purdue,60,1
2025,1,1,East,1,93,Duke,Mount St Marys,49,16
2025,1,1,East,8,72,Mississippi St,Baylor,75,9
2025,1,1,East,5,81,Oregon,Liberty,52,12
2025,1,1,East,4,93,Arizona,Akron,65,13
2025,1,1,East,6,80,BYU,VCU,71,11
2025,1,1,East,3,85,Wisconsin,Montana,66,14
2025,1,1,East,7,59,St Marys,Vanderbilt,56,10
2025,1,1,East,2,90,Alabama,Robert Morris,81,15
2025,2,1,East,1,89,Duke,Baylor,66,9
2025,2,1,East,5,83,Oregon,Arizona,87,4
2025,2,1,East,6,91,BYU,Wisconsin,89,3
2025,2,1,East,7,66,St Marys,Alabama,80,2
2025,3,1,East,1,100,Duke,Arizona,93,4
2025,3,1,East,6,88,BYU,Alabama,113,2
2025,4,1,East,1,85,Duke,Alabama,65,2
2025,1,2,Midwest,1,78,Houston,SIU Edwardsville,40,16
2025,1,2,Midwest,8,89,Gonzaga,Georgia,68,9
2025,1,2,Midwest,5,67,Clemson,McNeese St,69,12
2025,1,2,Midwest,4,75,Purdue,High Point,63,13
2025,1,2,Midwest,6,86,Illinois,Xavier,73,11
2025,1,2,Midwest,3,76,Kentucky,Troy,57,14
2025,1,2,Midwest,7,72,UCLA,Utah St,47,10
2025,1,2,Midwest,2,77,Tennessee,Wofford,62,15
2025,2,2,Midwest,1,81,Houston,Gonzaga,76,8
2025,2,2,Midwest,12,62,McNeese St,Purdue,76,4
2025,2,2,Midwest,6,75,Illinois,Kentucky,84,3
2025,2,2,Midwest,7,58,UCLA,Tennessee,67,2
2025,3,2,Midwest,1,62,Houston,Purdue,60,4
2025,3,2,Midwest,3,65,Kentucky,Tennessee,78,2
2025,4,2,Midwest,1,69,Houston,Tennessee,50,2
2025,1,3,South,1,83,Auburn,Alabama St,63,16
2025,1,3,South,8,75,Louisville,Creighton,89,9
2025,1,3,South,5,68,Michigan,UC San Diego,65,12
2025,1,3,South,4,80,Texas A&M,Yale,71,13
2025,1,3,South,6,71,Ole Miss,North Carolina,64,11
2025,1,3,South,3,82,Iowa St,Lipscomb,55,14
2025,1,3,South,7,66,Marquette,New Mexico,75,10
2025,1,3,South,2,87,Michigan St,Bryant,62,15
2025,2,3,South,1,82,Auburn,Creighton,70,9
2025,2,3,South,5,91,Michigan,Texas A&M,79,4
2025,2,3,South,6,91,Ole Miss,Iowa St,78,3
2025,2,3,South,10,63,New Mexico,Michigan St,71,2
2025,3,3,South,1,78,Auburn,Michigan,65,5
2025,3,3,South,6,70,Ole Miss,Michigan St,73,2
2025,4,3,South,1,70,Auburn,Michigan St,64,2
2025,1,4,West,1,95,Florida,Norfolk St,69,16
2025,1,4,West,8,67,Connecticut,Oklahoma,59,9
2025,1,4,West,5,70,Memphis,Colorado St,78,12
2025,1,4,West,4,81,Maryland,Grand Canyon,49,13
2025,1,4,West,6,57,Missouri,Drake,67,11
2025,1,4,West,3,82,Texas Tech,UNC Wilmington,72,14
2025,1,4,West,7,72,Kansas,Arkansas,79,10
2025,1,4,West,2,83,St Johns,Omaha,53,15
2025,2,4,West,1,77,Florida,Connecticut,75,8
